From,To,Date,Subject,Main_Subject
Kare.Orilla@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/17/2014 15:53,RE: 2516-00 openhole logging results,Work related
Kare.Orilla@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/17/2014 16:41,RE: 2516-00 openhole logging results,Work related
Elsa.Orilla@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/17/2014 16:56,RE: 2516-00 openhole logging results,Work related
Brand.Tempestad@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/17/2014 16:57,RE: 2516-00 openhole logging results,Work related
Kare.Orilla@gastech.com.kronos,"Isande.Borrasca@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos",1/17/2014 17:17,RE: 2516-00 openhole logging results,Work related
Isak.Baza@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/14/2014 11:19,RE: Action: Review network logs,Work related
Sven.Flecha@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/14/2014 11:31,RE: Action: Review network logs,Work related
Isak.Baza@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/14/2014 11:34,RE: Action: Review network logs,Work related
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/14/2014 11:36,RE: Action: Review network logs,Work related
Sven.Flecha@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/14/2014 12:58,RE: Action: Review network logs,Work related
Ruscella.Mies.Haber@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos",1/14/2014 16:57,RE: Action: Virus detected on your system,Work related
Hennie.Osvaldo@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos",1/14/2014 17:09,RE: Action: Virus detected on your system,Work related
Loreto.Bodrogi@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos",1/14/2014 17:15,RE: Action: Virus detected on your system,Work related
Inga.Ferro@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos",1/14/2014 17:58,RE: Action: Virus detected on your system,Work related
Hennie.Osvaldo@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos",1/14/2014 18:45,RE: Action: Virus detected on your system,Work related
Minke.Mies@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos",1/14/2014 19:25,RE: Action: Virus detected on your system,Work related
Inga.Ferro@gastech.com.kronos,"Inga.Ferro@gastech.com.kronos, Loreto.Bodrogi@gastech.com.kronos, Isia.Vann@gastech.com.kronos, Hennie.Osvaldo@gastech.com.kronos, Minke.Mies@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos",1/14/2014 19:33,RE: Action: Virus detected on your system,Work related
Sven.Flecha@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/8/2014 11:44,RE: Anyone have a spare monitor?,Work related
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/8/2014 12:05,RE: Anyone have a spare monitor?,Work related
Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/8/2014 12:06,RE: Anyone have a spare monitor?,Work related
Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/8/2014 13:50,RE: Anyone have a spare monitor?,Work related
Cornelia.Lais@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/13/2014 15:51,RE: Anyone have time to help on a project?,Work related
Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/13/2014 16:01,RE: Anyone have time to help on a project?,Work related
Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/13/2014 17:16,RE: Anyone have time to help on a project?,Work related
Sven.Flecha@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/10/2014 16:36,RE: Anyone have time to help troubleshoot some software?,Work related
Sven.Flecha@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/10/2014 16:42,RE: Anyone have time to help troubleshoot some software?,Work related
Sven.Flecha@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/10/2014 17:43,RE: Anyone have time to help troubleshoot some software?,Work related
Sven.Flecha@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/10/2014 17:53,RE: Anyone have time to help troubleshoot some software?,Work related
Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/10/2014 18:07,RE: Anyone have time to help troubleshoot some software?,Work related
Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/10/2014 18:34,RE: Anyone have time to help troubleshoot some software?,Work related
Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/16/2014 17:47,RE: Anyone have time to help troubleshoot some software?,Work related
Lucas.Alcazar@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/16/2014 18:13,RE: Anyone have time to help troubleshoot some software?,Work related
Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Lucas.Alcazar@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/16/2014 18:54,RE: Anyone have time to help troubleshoot some software?,Work related
Rachel.Pantanal@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,1/6/2014 17:34,RE: Are you buying coffee?,Non-work related
Isak.Baza@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,1/15/2014 15:14,RE: Are you buying coffee?,Non-work related
Birgitta.Frente@gastech.com.kronos,Isak.Baza@gastech.com.kronos,1/15/2014 15:18,RE: Are you buying coffee?,Non-work related
Isak.Baza@gastech.com.kronos,Birgitta.Frente@gastech.com.kronos,1/15/2014 15:30,RE: Are you buying coffee?,Non-work related
Birgitta.Frente@gastech.com.kronos,Isak.Baza@gastech.com.kronos,1/15/2014 16:18,RE: Are you buying coffee?,Non-work related
Felix.Resumir@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,1/17/2014 10:17,RE: Are you buying coffee?,Non-work related
Benito.Hawelon@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,1/17/2014 10:56,RE: Are you buying coffee?,Non-work related
Felix.Resumir@gastech.com.kronos,Benito.Hawelon@gastech.com.kronos,1/17/2014 11:25,RE: Are you buying coffee?,Non-work related
Benito.Hawelon@gastech.com.kronos,Felix.Resumir@gastech.com.kronos,1/17/2014 11:35,RE: Are you buying coffee?,Non-work related
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/14/2014 19:38,RE: Article - interesting,Non-work related
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/14/2014 19:40,RE: Article - interesting,Non-work related
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/14/2014 19:46,RE: Article - interesting,Non-work related
Nils.Calixto@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/17/2014 13:29,RE: Article - interesting,Non-work related
Varja.Lagos@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,1/8/2014 13:17,RE: Awwww- cute!,Non-work related
Stenig.Fusil@gastech.com.kronos,Varja.Lagos@gastech.com.kronos,1/8/2014 14:14,RE: Awwww- cute!,Non-work related
Varja.Lagos@gastech.com.kronos,Stenig.Fusil@gastech.com.kronos,1/8/2014 14:57,RE: Awwww- cute!,Non-work related
Claudio.Hawelon@gastech.com.kronos,Isia.Vann@gastech.com.kronos,1/9/2014 14:36,RE: Awwww- cute!,Non-work related
Isia.Vann@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,1/9/2014 14:49,RE: Awwww- cute!,Non-work related
Claudio.Hawelon@gastech.com.kronos,Isia.Vann@gastech.com.kronos,1/9/2014 14:50,RE: Awwww- cute!,Non-work related
Isia.Vann@gastech.com.kronos,Claudio.Hawelon@gastech.com.kronos,1/9/2014 14:57,RE: Awwww- cute!,Non-work related
Linda.Lagos@gastech.com.kronos,Vira.Frente@gastech.com.kronos,1/17/2014 18:00,RE: Awwww- cute!,Non-work related
Cornelia.Lais@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/8/2014 12:16,RE: Babysitting recommendations,Non-work related
Cornelia.Lais@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/8/2014 13:26,RE: Babysitting recommendations,Non-work related
Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/8/2014 14:36,RE: Babysitting recommendations,Non-work related
Carla.Forluniau@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/14/2014 14:22,RE: Babysitting recommendations,Non-work related
Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/14/2014 15:06,RE: Babysitting recommendations,Non-work related
Mat.Bramar@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/14/2014 15:28,RE: Babysitting recommendations,Non-work related
Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/14/2014 16:21,RE: Babysitting recommendations,Non-work related
Cornelia.Lais@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/2014 13:08,RE: Babysitting recommendations,Non-work related
Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/2014 14:05,RE: Babysitting recommendations,Non-work related
Rachel.Pantanal@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/2014 14:06,RE: Babysitting recommendations,Non-work related
Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/2014 14:12,RE: Babysitting recommendations,Non-work related
Rachel.Pantanal@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/17/2014 15:28,RE: Babysitting recommendations,Non-work related
Benito.Hawelon@gastech.com.kronos,"Dante.Coginian@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Albina.Hafon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos",1/7/2014 18:11,RE: Be Careful!,Work related
Henk.Mies@gastech.com.kronos,"Cecilia.Morluniau@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Irene.Nant@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",1/7/2014 18:53,RE: Be Careful!,Work related
Cecilia.Morluniau@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Albina.Hafon@gastech.com.kronos",1/14/2014 15:37,RE: Be Careful!,Work related
Henk.Mies@gastech.com.kronos,"Dylan.Scozzese@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Emile.Arpa@gastech.com.kronos",1/14/2014 15:55,RE: Be Careful!,Work related
Dante.Coginian@gastech.com.kronos,"Irene.Nant@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Benito.Hawelon@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Henk.Mies@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Varro.Awelon@gastech.com.kronos",1/14/2014 16:29,RE: Be Careful!,Work related
Irene.Nant@gastech.com.kronos,"Benito.Hawelon@gastech.com.kronos, Claudio.Hawelon@gastech.com.kronos, Cecilia.Morluniau@gastech.com.kronos, Dylan.Scozzese@gastech.com.kronos, Emile.Arpa@gastech.com.kronos, Dante.Coginian@gastech.com.kronos, Adan.Morlun@gastech.com.kronos, Varro.Awelon@gastech.com.kronos, Irene.Nant@gastech.com.kronos",1/14/2014 16:52,RE: Be Careful!,Work related
Isak.Baza@gastech.com.kronos,"Isak.Baza@gastech.com.kronos, Sven.Flecha@gastech.com.kronos, Nils.Calixto@gastech.com.kronos",1/9/2014 13:05,RE: Can anyone swap on-call slots with me?,Work related
Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/2014 17:19,RE: Can someone cover for me next week?,Work related
Ruscella.Mies.Haber@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/2014 17:28,RE: Can someone cover for me next week?,Work related
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/14/2014 13:38,RE: Can someone verify this behavior?,Work related
Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/14/2014 14:00,RE: Can someone verify this behavior?,Work related
Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/14/2014 14:02,RE: Can someone verify this behavior?,Work related
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/14/2014 14:58,RE: Can someone verify this behavior?,Work related
Sven.Flecha@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/14/2014 15:01,RE: Can someone verify this behavior?,Work related
Lucas.Alcazar@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/14/2014 15:28,RE: Can someone verify this behavior?,Work related
Nils.Calixto@gastech.com.kronos,"Lucas.Alcazar@gastech.com.kronos, Isak.Baza@gastech.com.kronos, Nils.Calixto@gastech.com.kronos, Sven.Flecha@gastech.com.kronos",1/14/2014 15:42,RE: Can someone verify this behavior?,Work related
Brand.Tempestad@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos",1/13/2014 14:13,RE: Cased-hole inspection schedule,Work related
Elsa.Orilla@gastech.com.kronos,"Gustav.Cazar@gastech.com.kronos, Kare.Orilla@gastech.com.kronos, Adra.Nubarron@gastech.com.kronos, Vira.Frente@gastech.com.kronos, Felix.Balas@gastech.com.kronos, Brand.Tempestad@gastech.com.kronos, Elsa.Orilla@gastech.com.kronos, Axel.Calzas@gastech.com.kronos, Marin.Onda@gastech.com.kronos, Isande.Borrasca@gastech.com.kronos, Lidelse.Dedos@gastech.com.kronos, Birgitta.Frente@gastech.com.kronos",1/13/2014 15:35,RE: Cased-hole inspection schedule,Work related
Anda.Ribera@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/2014 16:10,RE: Catering?!?,Non-work related
Cornelia.Lais@gastech.com.kronos,"Mat.Bramar@gastech.com.kronos, Anda.Ribera@gastech.com.kronos, Rachel.Pantanal@gastech.com.kronos, Linda.Lagos@gastech.com.kronos, Ruscella.Mies.Haber@gastech.com.kronos, Carla.Forluniau@gastech.com.kronos, Cornelia.Lais@gastech.com.kronos",1/7/2014 16:29,RE: Catering?!?,Non-work related
